report_date,hospital,region,lag7_used,pred_hosp
2026-04-05,Naas General Hospital,Dublin Midlands,15.0,9.101795025274036
2026-04-05,National Orthopaedic Hospital Cappagh,HSE Dublin & North East,0.0,0.0
2026-04-05,Nenagh Hospital,HSE West & North West,0.0,0.0
2026-04-05,Our Lady of Lourdes Hospital,HSE Dublin & North East,12.0,5.707010077293547
2026-04-05,Our Lady's Hospital Navan,HSE Dublin & North East,0.0,0.0
2026-04-05,Portiuncula University Hospital,HSE West & North West,0.0,0.0
2026-04-05,Roscommon University Hospital,HSE West & North West,0.0,0.0
2026-04-05,Sligo University Hospital,HSE West & North West,23.0,14.406278850447508
2026-04-05,South Infirmary Victoria University Hospital,HSE South & South East,0.0,0.0
2026-04-05,St Luke's General Hospital Kilkenny,HSE South & South East,0.0,0.0
2026-04-05,St. Columcille's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-05,St. James's Hospital,HSE Dublin & Midlands,31.0,22.205781112578464
2026-04-05,St. John's Hospital Limerick,HSE West & North West,0.0,0.0
2026-04-05,St. Luke's Radiation Oncology Network,HSE Dublin & North East,0.0,0.0
2026-04-05,St. Michael's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-05,St. Vincent's University Hospital,HSE Dublin & North East,48.0,36.50487079979757
2026-04-05,Tallaght University Hospital,HSE Dublin & Midlands,29.0,18.57047401583106
2026-04-05,Tipperary University Hospital,HSE South & South East,16.0,11.608350120731814
2026-04-05,UH Kerry,HSE South & South East,36.0,28.81688302859977
2026-04-05,UH Limerick,HSE West & North West,58.0,34.292460477881335
2026-04-05,UH Waterford,HSE South & South East,0.0,0.0
2026-04-05,Wexford General Hospital,HSE South & South East,5.0,0.9937367326685669
2026-04-06,CHI at Tallaght,Dublin Midlands,2.0,0.0
2026-04-06,CHI at Temple Street,HSE Dublin & North East,0.0,0.0
2026-04-06,Cavan General Hospital,HSE Dublin & North East,12.0,6.261844270712206
2026-04-06,Connolly Hospital,Dublin North East,0.0,0.0
2026-04-06,Cork University Hospital,South / South-West,48.0,33.26435084162733
2026-04-06,Letterkenny University Hospital,West / North-West,32.0,23.492585334335093
2026-04-06,Louth County Hospital,HSE Dublin & North East,0.0,0.0
2026-04-06,MRH Mullingar,HSE Dublin & Midlands,3.0,0.0
2026-04-06,MRH Portlaoise,HSE Dublin & Midlands,0.0,0.0
2026-04-06,MRH Tullamore,HSE Dublin & Midlands,0.0,0.0
2026-04-06,Mallow General Hospital,HSE South & South East,0.0,0.0
2026-04-06,Mater Misericordiae University Hospital,Dublin North East,12.0,1.4566218018657846
2026-04-06,Mayo University Hospital,HSE West & North West,24.0,14.746533658020397
2026-04-06,Mercy University Hospital,HSE South & South East,12.0,3.0819951322255523
2026-04-06,Naas General Hospital,Dublin Midlands,15.0,6.892485780954942
2026-04-06,National Orthopaedic Hospital Cappagh,HSE Dublin & North East,0.0,0.0
2026-04-06,Nenagh Hospital,HSE West & North West,0.0,0.0
2026-04-06,Our Lady of Lourdes Hospital,HSE Dublin & North East,12.0,3.497700832974454
2026-04-06,Our Lady's Hospital Navan,HSE Dublin & North East,0.0,0.0
2026-04-06,Portiuncula University Hospital,HSE West & North West,0.0,0.0
2026-04-06,Roscommon University Hospital,HSE West & North West,0.0,0.0
2026-04-06,Sligo University Hospital,HSE West & North West,23.0,12.196969606128416
2026-04-06,South Infirmary Victoria University Hospital,HSE South & South East,0.0,0.0
2026-04-06,St Luke's General Hospital Kilkenny,HSE South & South East,0.0,0.0
2026-04-06,St. Columcille's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-06,St. James's Hospital,HSE Dublin & Midlands,31.0,19.99647186825937
2026-04-06,St. John's Hospital Limerick,HSE West & North West,0.0,0.0
2026-04-06,St. Luke's Radiation Oncology Network,HSE Dublin & North East,0.0,0.0
2026-04-06,St. Michael's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-06,St. Vincent's University Hospital,HSE Dublin & North East,48.0,34.29556155547848
2026-04-06,Tallaght University Hospital,HSE Dublin & Midlands,29.0,16.361164771511966
2026-04-06,Tipperary University Hospital,HSE South & South East,16.0,9.399040876412721
2026-04-06,UH Kerry,HSE South & South East,36.0,26.607573784280678
2026-04-06,UH Limerick,HSE West & North West,58.0,32.08315123356225
2026-04-06,UH Waterford,HSE South & South East,0.0,0.0
2026-04-06,Wexford General Hospital,HSE South & South East,5.0,0.0
2026-04-07,CHI at Tallaght,Dublin Midlands,2.0,1.0078887434911818
2026-04-07,CHI at Temple Street,HSE Dublin & North East,0.0,0.0
2026-04-07,Cavan General Hospital,HSE Dublin & North East,12.0,8.471153515031299
2026-04-07,Connolly Hospital,Dublin North East,0.0,0.0
2026-04-07,Cork University Hospital,South / South-West,48.0,35.47366008594643
2026-04-07,Letterkenny University Hospital,West / North-West,32.0,25.701894578654183
2026-04-07,Louth County Hospital,HSE Dublin & North East,0.0,0.0
2026-04-07,MRH Mullingar,HSE Dublin & Midlands,3.0,0.0
2026-04-07,MRH Portlaoise,HSE Dublin & Midlands,0.0,0.0
2026-04-07,MRH Tullamore,HSE Dublin & Midlands,0.0,0.0
2026-04-07,Mallow General Hospital,HSE South & South East,0.0,0.0
2026-04-07,Mater Misericordiae University Hospital,Dublin North East,12.0,3.665931046184877
2026-04-07,Mayo University Hospital,HSE West & North West,24.0,16.95584290233949
2026-04-07,Mercy University Hospital,HSE South & South East,12.0,5.291304376544645
2026-04-07,Naas General Hospital,Dublin Midlands,15.0,9.101795025274036
2026-04-07,National Orthopaedic Hospital Cappagh,HSE Dublin & North East,0.0,0.0
2026-04-07,Nenagh Hospital,HSE West & North West,0.0,0.0
2026-04-07,Our Lady of Lourdes Hospital,HSE Dublin & North East,12.0,5.707010077293547
2026-04-07,Our Lady's Hospital Navan,HSE Dublin & North East,0.0,0.0
2026-04-07,Portiuncula University Hospital,HSE West & North West,0.0,0.0
2026-04-07,Roscommon University Hospital,HSE West & North West,0.0,0.0
2026-04-07,Sligo University Hospital,HSE West & North West,23.0,14.406278850447508
2026-04-07,South Infirmary Victoria University Hospital,HSE South & South East,0.0,0.0
2026-04-07,St Luke's General Hospital Kilkenny,HSE South & South East,0.0,0.0
2026-04-07,St. Columcille's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-07,St. James's Hospital,HSE Dublin & Midlands,31.0,22.205781112578464
2026-04-07,St. John's Hospital Limerick,HSE West & North West,0.0,0.0
2026-04-07,St. Luke's Radiation Oncology Network,HSE Dublin & North East,0.0,0.0
2026-04-07,St. Michael's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-07,St. Vincent's University Hospital,HSE Dublin & North East,48.0,36.50487079979757
2026-04-07,Tallaght University Hospital,HSE Dublin & Midlands,29.0,18.57047401583106
2026-04-07,Tipperary University Hospital,HSE South & South East,16.0,11.608350120731814
2026-04-07,UH Kerry,HSE South & South East,36.0,28.81688302859977
2026-04-07,UH Limerick,HSE West & North West,58.0,34.292460477881335
2026-04-07,UH Waterford,HSE South & South East,0.0,0.0
2026-04-07,Wexford General Hospital,HSE South & South East,5.0,0.9937367326685669
2026-04-08,CHI at Tallaght,Dublin Midlands,2.0,1.0078887434911818
2026-04-08,CHI at Temple Street,HSE Dublin & North East,0.0,0.0
2026-04-08,Cavan General Hospital,HSE Dublin & North East,12.0,8.471153515031299
2026-04-08,Connolly Hospital,Dublin North East,0.0,0.0
2026-04-08,Cork University Hospital,South / South-West,48.0,35.47366008594643
2026-04-08,Letterkenny University Hospital,West / North-West,32.0,25.701894578654183
2026-04-08,Louth County Hospital,HSE Dublin & North East,0.0,0.0
2026-04-08,MRH Mullingar,HSE Dublin & Midlands,3.0,0.0
2026-04-08,MRH Portlaoise,HSE Dublin & Midlands,0.0,0.0
2026-04-08,MRH Tullamore,HSE Dublin & Midlands,0.0,0.0
2026-04-08,Mallow General Hospital,HSE South & South East,0.0,0.0
2026-04-08,Mater Misericordiae University Hospital,Dublin North East,12.0,3.665931046184877
2026-04-08,Mayo University Hospital,HSE West & North West,24.0,16.95584290233949
2026-04-08,Mercy University Hospital,HSE South & South East,12.0,5.291304376544645
2026-04-08,Naas General Hospital,Dublin Midlands,15.0,9.101795025274036
2026-04-08,National Orthopaedic Hospital Cappagh,HSE Dublin & North East,0.0,0.0
2026-04-08,Nenagh Hospital,HSE West & North West,0.0,0.0
2026-04-08,Our Lady of Lourdes Hospital,HSE Dublin & North East,12.0,5.707010077293547
2026-04-08,Our Lady's Hospital Navan,HSE Dublin & North East,0.0,0.0
2026-04-08,Portiuncula University Hospital,HSE West & North West,0.0,0.0
2026-04-08,Roscommon University Hospital,HSE West & North West,0.0,0.0
2026-04-08,Sligo University Hospital,HSE West & North West,23.0,14.406278850447508
2026-04-08,South Infirmary Victoria University Hospital,HSE South & South East,0.0,0.0
2026-04-08,St Luke's General Hospital Kilkenny,HSE South & South East,0.0,0.0
2026-04-08,St. Columcille's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-08,St. James's Hospital,HSE Dublin & Midlands,31.0,22.205781112578464
2026-04-08,St. John's Hospital Limerick,HSE West & North West,0.0,0.0
2026-04-08,St. Luke's Radiation Oncology Network,HSE Dublin & North East,0.0,0.0
2026-04-08,St. Michael's Hospital,HSE Dublin & North East,0.0,0.0
2026-04-08,St. Vincent's University Hospital,HSE Dublin & North East,48.0,36.50487079979757
2026-04-08,Tallaght University Hospital,HSE Dublin & Midlands,29.0,18.57047401583106
2026-04-08,Tipperary University Hospital,HSE South & South East,16.0,11.608350120731814
2026-04-08,UH Kerry,HSE South & South East,36.0,28.81688302859977
2026-04-08,UH Limerick,HSE West & North West,58.0,34.292460477881335
2026-04-08,UH Waterford,HSE South & South East,0.0,0.0
2026-04-08,Wexford General Hospital,HSE South & South East,5.0,0.9937367326685669
